gwid,statename,from,to,group,groupid,gwgroupid,umbrella,size,status,reg_aut
790,Nepal,2007,2008,Muslims,6000,79006000,,0.04,POWERLESS,false
790,Nepal,2009,2017,Caste Hill Hindu Elite,1000,79001000,,0.31,SENIOR PARTNER,false
790,Nepal,2009,2017,Adibasi Janajati,2000,79002000,,0.31,POWERLESS,false
790,Nepal,2009,2017,Dalits,4000,79004000,,0.15,POWERLESS,false
790,Nepal,2009,2017,Madhesi,5000,79005000,,0.12,JUNIOR PARTNER,false
790,Nepal,2009,2017,Newars,3000,79003000,,0.06,JUNIOR PARTNER,false
790,Nepal,2009,2017,Muslims,6000,79006000,,0.04,POWERLESS,false
800,Thailand,1946,1952,Thai,3000,80003000,,0.74,DOMINANT,
800,Thailand,1946,1952,Chinese,4000,80004000,,0.14,DISCRIMINATED,false
800,Thailand,1946,1952,Malay Muslims,1000,80001000,,0.035,DISCRIMINATED,false
800,Thailand,1946,1952,Hill Tribes,5000,80005000,,0.01,IRRELEVANT,
800,Thailand,1946,1952,Shan,2000,80002000,,0.005,POWERLESS,false
800,Thailand,1953,1971,Thai,3000,80003000,,0.74,DOMINANT,
800,Thailand,1953,1971,Chinese,4000,80004000,,0.14,POWERLESS,false
800,Thailand,1953,1971,Malay Muslims,1000,80001000,,0.035,DISCRIMINATED,false
800,Thailand,1953,1971,Hill Tribes,5000,80005000,,0.01,IRRELEVANT,
800,Thailand,1953,1971,Shan,2000,80002000,,0.005,POWERLESS,false
800,Thailand,1972,1976,Thai,3000,80003000,,0.74,SENIOR PARTNER,false
800,Thailand,1972,1976,Chinese,4000,80004000,,0.14,JUNIOR PARTNER,false
800,Thailand,1972,1976,Malay Muslims,1000,80001000,,0.035,DISCRIMINATED,false
800,Thailand,1972,1976,Shan,2000,80002000,,0.005,POWERLESS,false
800,Thailand,1972,1976,Hill Tribes,5000,80005000,,0.005,IRRELEVANT,
800,Thailand,1977,1979,Thai,3000,80003000,,0.74,DOMINANT,
800,Thailand,1977,1979,Chinese,4000,80004000,,0.14,IRRELEVANT,
800,Thailand,1977,1979,Malay Muslims,1000,80001000,,0.035,DISCRIMINATED,false
800,Thailand,1977,1979,Shan,2000,80002000,,0.005,POWERLESS,false
800,Thailand,1977,1979,Hill Tribes,5000,80005000,,0.005,IRRELEVANT,
800,Thailand,1980,1998,Thai,3000,80003000,,0.74,DOMINANT,
800,Thailand,1980,1998,Chinese,4000,80004000,,0.14,IRRELEVANT,
800,Thailand,1980,1998,Malay Muslims,1000,80001000,,0.035,POWERLESS,true
800,Thailand,1980,1998,Hill Tribes,5000,80005000,,0.01,IRRELEVANT,
800,Thailand,1980,1998,Shan,2000,80002000,,0.005,POWERLESS,false
800,Thailand,1999,2001,Thai,3000,80003000,,0.74,DOMINANT,
800,Thailand,1999,2001,Chinese,4000,80004000,,0.14,IRRELEVANT,
800,Thailand,1999,2001,Malay Muslims,1000,80001000,,0.035,POWERLESS,true
800,Thailand,1999,2001,Hill Tribes,5000,80005000,,0.01,POWERLESS,false
800,Thailand,1999,2001,Shan,2000,80002000,,0.005,POWERLESS,false
800,Thailand,2002,2017,Thai,3000,80003000,,0.815,DOMINANT,
800,Thailand,2002,2017,Chinese,4000,80004000,,0.12,IRRELEVANT,
800,Thailand,2002,2017,Malay Muslims,1000,80001000,,0.05,DISCRIMINATED,false
800,Thailand,2002,2017,Hill Tribes,5000,80005000,,0.01,POWERLESS,false
800,Thailand,2002,2017,Shan,2000,80002000,,0.005,POWERLESS,false
811,Cambodia,1953,1970,Khmer,3000,81103000,,0.815,SENIOR PARTNER,false
811,Cambodia,1953,1970,Chinese,2000,81102000,,0.075,JUNIOR PARTNER,false
811,Cambodia,1953,1970,Vietnamese,4000,81104000,,0.05,POWERLESS,false
811,Cambodia,1953,1970,Cham and Malays,1000,81101000,,0.035,JUNIOR PARTNER,false
811,Cambodia,1953,1970,Khmer Loeu (incl. Kui),5000,81105000,,0.015,DISCRIMINATED,false
811,Cambodia,1953,1970,Thai-Lao,7000,81107000,,0.01,POWERLESS,false
811,Cambodia,1971,1975,Khmer,3000,81103000,,0.83,SENIOR PARTNER,false
811,Cambodia,1971,1975,Chinese,2000,81102000,,0.07,DISCRIMINATED,false
811,Cambodia,1971,1975,Vietnamese,4000,81104000,,0.05,DISCRIMINATED,false
811,Cambodia,1971,1975,Cham and Malays,1000,81101000,,0.035,JUNIOR PARTNER,false
811,Cambodia,1971,1975,Khmer Loeu (incl. Kui),5000,81105000,,0.01,DISCRIMINATED,false
811,Cambodia,1971,1975,Thai-Lao,7000,81107000,,0.005,DISCRIMINATED,false
811,Cambodia,1976,1979,Khmer,3000,81103000,,0.9,MONOPOLY,
811,Cambodia,1976,1979,Vietnamese,4000,81104000,,0.045,DISCRIMINATED,false
811,Cambodia,1976,1979,Cham and Malays,1000,81101000,,0.02,DISCRIMINATED,false
811,Cambodia,1976,1979,Chinese,2000,81102000,,0.02,DISCRIMINATED,false
811,Cambodia,1976,1979,Khmer Loeu (incl. Kui),5000,81105000,,0.01,POWERLESS,false
811,Cambodia,1976,1979,Thai-Lao,7000,81107000,,0.005,DISCRIMINATED,false
811,Cambodia,1980,1993,Khmer,3000,81103000,,0.89,SENIOR PARTNER,false
811,Cambodia,1980,1993,Vietnamese,4000,81104000,,0.05,DISCRIMINATED,false
811,Cambodia,1980,1993,Cham and Malays,1000,81101000,,0.02,JUNIOR PARTNER,false
811,Cambodia,1980,1993,Chinese,2000,81102000,,0.02,POWERLESS,false
811,Cambodia,1980,1993,Khmer Loeu (incl. Kui),5000,81105000,,0.01,JUNIOR PARTNER,false
811,Cambodia,1980,1993,Thai-Lao,7000,81107000,,0.01,IRRELEVANT,
811,Cambodia,1994,2017,Khmer,3000,81103000,,0.95,SENIOR PARTNER,false
811,Cambodia,1994,2017,Cham and Malays,1000,81101000,,0.022,JUNIOR PARTNER,false
811,Cambodia,1994,2017,Khmer Loeu (incl. Kui),5000,81105000,,0.012,POWERLESS,false
811,Cambodia,1994,2017,Vietnamese,4000,81104000,,0.008,DISCRIMINATED,false
811,Cambodia,1994,2017,Chinese,2000,81102000,,0.002,JUNIOR PARTNER,false
811,Cambodia,1994,2017,Thai-Lao,7000,81107000,,0.002,IRRELEVANT,
812,Laos,1953,1974,Lao (incl. Phuan),3000,81203000,,0.5,SENIOR PARTNER,false
812,Laos,1953,1974,Lao Tai,9000,81209000,,0.14,POWERLESS,true
812,Laos,1953,1974,Lao Thoeng (excl. Khmou),5000,81205000,,0.12,POWERLESS,false
812,Laos,1953,1974,Khmou,2000,81202000,,0.11,POWERLESS,true
812,Laos,1953,1974,Hmong,1000,81201000,,0.1,JUNIOR PARTNER,false
812,Laos,1953,1974,Lao Sung (excl. Hmong),4000,81204000,,0.03,JUNIOR PARTNER,false
812,Laos,1975,1990,Lao (incl. Phuan),3000,81203000,,0.52,SENIOR PARTNER,false
812,Laos,1975,1990,Lao Tai,9000,81209000,,0.13,JUNIOR PARTNER,false
812,Laos,1975,1990,Lao Thoeng (excl. Khmou),5000,81205000,,0.12,JUNIOR PARTNER,false
812,Laos,1975,1990,Khmou,2000,81202000,,0.11,JUNIOR PARTNER,false
812,Laos,1975,1990,Hmong,1000,81201000,,0.09,DISCRIMINATED,false
812,Laos,1975,1990,Lao Sung (excl. Hmong),4000,81204000,,0.03,POWERLESS,false
812,Laos,1991,2017,Lao (incl. Phuan),3000,81203000,,0.55,SENIOR PARTNER,false
812,Laos,1991,2017,Lao Thoeng (excl. Khmou),5000,81205000,,0.12,JUNIOR PARTNER,false
812,Laos,1991,2017,Lao Tai,9000,81209000,,0.12,JUNIOR PARTNER,false
812,Laos,1991,2017,Khmou,2000,81202000,,0.11,JUNIOR PARTNER,false
812,Laos,1991,2017,Hmong,1000,81201000,,0.08,DISCRIMINATED,false
812,Laos,1991,2017,Lao Sung (excl. Hmong),4000,81204000,,0.02,POWERLESS,false
816,Vietnam,1954,1975,Kinh (Vietnamese),2000,81602000,,0.794507,DOMINANT,
816,Vietnam,1954,1975,Tay,17000,81617000,,0.0183113,IRRELEVANT,
816,Vietnam,1954,1975,Thai,18000,81618000,,0.0162767,IRRELEVANT,
816,Vietnam,1954,1975,Muong,15000,81615000,,0.0142421,IRRELEVANT,
816,Vietnam,1954,1975,Hoa (Chinese),1000,81601000,,0.0101729,POWERLESS,true
816,Vietnam,1954,1975,Nung,16000,81616000,,0.0101729,IRRELEVANT,
816,Vietnam,1954,1975,Hmong,11000,81611000,,0.00915565,IRRELEVANT,
816,Vietnam,1954,1975,Dao,3000,81603000,,0.00712106,IRRELEVANT,
816,Vietnam,1976,1978,Kinh (Vietnamese),2000,81602000,,0.781,DOMINANT,
816,Vietnam,1976,1978,Tay,17000,81617000,,0.018,DISCRIMINATED,false
816,Vietnam,1976,1978,Thai,18000,81618000,,0.016,DISCRIMINATED,false
816,Vietnam,1976,1978,Muong,15000,81615000,,0.014,DISCRIMINATED,false
816,Vietnam,1976,1978,Khmer,13000,81613000,,0.013,DISCRIMINATED,false
816,Vietnam,1976,1978,Hoa (Chinese),1000,81601000,,0.01,DISCRIMINATED,false
816,Vietnam,1976,1978,Nung,16000,81616000,,0.01,DISCRIMINATED,false
816,Vietnam,1976,1978,Hmong,11000,81611000,,0.009,DISCRIMINATED,false
816,Vietnam,1976,1978,Dao,3000,81603000,,0.007,DISCRIMINATED,false
816,Vietnam,1976,1978,Gia Rai,10000,81610000,,0.004,DISCRIMINATED,false
816,Vietnam,1979,2017,Kinh (Vietnamese),2000,81602000,,0.85,DOMINANT,
816,Vietnam,1979,2017,Tay,17000,81617000,,0.018,POWERLESS,false
816,Vietnam,1979,2017,Thai,18000,81618000,,0.018,POWERLESS,false
816,Vietnam,1979,2017,Muong,15000,81615000,,0.015,POWERLESS,false
816,Vietnam,1979,2017,Khmer,13000,81613000,,0.014,POWERLESS,false
816,Vietnam,1979,2017,Hoa (Chinese),1000,81601000,,0.01,POWERLESS,false
816,Vietnam,1979,2017,Hmong,11000,81611000,,0.01,POWERLESS,false
816,Vietnam,1979,2017,Nung,16000,81616000,,0.01,POWERLESS,false
816,Vietnam,1979,2017,Dao,3000,81603000,,0.007,POWERLESS,false
816,Vietnam,1979,2017,Gia Rai,10000,81610000,,0.004,POWERLESS,false
817,Republic of Vietnam,1954,1975,Kinh (Vietnamese),2000,81702000,,0.781,DOMINANT,
817,Republic of Vietnam,1954,1975,Hoa (Chinese),1000,81701000,,0.01,POWERLESS,true
820,Malaysia,1957,1963,Malays,5000,82005000,,0.615,SENIOR PARTNER,false
820,Malaysia,1957,1963,Chinese,1000,82001000,,0.271,JUNIOR PARTNER,false
820,Malaysia,1957,1963,East Indians,3000,82003000,,0.077,JUNIOR PARTNER,false
820,Malaysia,1964,2009,Malays,5000,82005000,,0.577,SENIOR PARTNER,false
820,Malaysia,1964,2009,Chinese,1000,82001000,,0.254,JUNIOR PARTNER,false
820,Malaysia,1964,2009,East Indians,3000,82003000,,0.072,JUNIOR PARTNER,false
820,Malaysia,1964,2009,Dayaks,2000,82002000,,0.03,POWERLESS,true
820,Malaysia,1964,2009,Kadazans,4000,82004000,,0.029,POWERLESS,true
820,Malaysia,2010,2017,Malays,5000,82005000,,0.577,SENIOR PARTNER,false
820,Malaysia,2010,2017,Chinese,1000,82001000,,0.254,JUNIOR PARTNER,false
820,Malaysia,2010,2017,East Indians,3000,82003000,,0.072,JUNIOR PARTNER,false
820,Malaysia,2010,2017,Dayaks,2000,82002000,,0.03,POWERLESS,true
820,Malaysia,2010,2017,Kadazans,4000,82004000,,0.029,POWERLESS,true
820,Malaysia,2010,2017,Orang Asli,6000,82006000,,0.006,POWERLESS,false
830,Singapore,1966,2010,Chinese,1000,83001000,,0.75,SENIOR PARTNER,false
830,Singapore,1966,2010,Malays,2000,83002000,,0.15,JUNIOR PARTNER,false
830,Singapore,1966,2010,Indians,3000,83003000,,0.08,JUNIOR PARTNER,false
830,Singapore,1966,2010,Eurasians and Others,4000,83004000,,0.02,JUNIOR PARTNER,false
830,Singapore,2011,2017,Chinese,1000,83001000,,0.74,SENIOR PARTNER,false
830,Singapore,2011,2017,Malays,2000,83002000,,0.13,JUNIOR PARTNER,false
830,Singapore,2011,2017,Indians,3000,83003000,,0.09,JUNIOR PARTNER,false
830,Singapore,2011,2017,Eurasians and Others,4000,83004000,,0.03,JUNIOR PARTNER,false
835,Brunei,1984,2017,Bumiputera (Muslims),1000,83501000,,0.57,MONOPOLY,
835,Brunei,1984,2017,Chinese,4000,83504000,,0.1,DISCRIMINATED,false
835,Brunei,1984,2017,Bumiputera (other),2000,83502000,,0.09,DISCRIMINATED,false
835,Brunei,1984,2017,Non-Bumiputera (Indigenous),3000,83503000,,0.05,DISCRIMINATED,false
840,Philippines,1946,1970,Christian lowlanders,1000,84001000,,0.859,MONOPOLY,
840,Philippines,1946,1970,Indigenous,2000,84002000,,0.075,IRRELEVANT,
840,Philippines,1946,1970,Moro,3000,84003000,,0.051,POWERLESS,false
840,Philippines,1946,1970,Fil-Chinese,4000,84004000,,0.015,DISCRIMINATED,false
840,Philippines,1971,1975,Christian lowlanders,1000,84001000,,0.859,DOMINANT,
840,Philippines,1971,1975,Indigenous,2000,84002000,,0.075,IRRELEVANT,
840,Philippines,1971,1975,Moro,3000,84003000,,0.051,SELF-EXCLUSION,true
840,Philippines,1971,1975,Fil-Chinese,4000,84004000,,0.015,DISCRIMINATED,false
840,Philippines,1976,1986,Christian lowlanders,1000,84001000,,0.859,DOMINANT,
840,Philippines,1976,1986,Indigenous,2000,84002000,,0.075,IRRELEVANT,
840,Philippines,1976,1986,Moro,3000,84003000,,0.051,SELF-EXCLUSION,true
840,Philippines,1976,1986,Fil-Chinese,4000,84004000,,0.015,IRRELEVANT,
840,Philippines,1987,1988,Christian lowlanders,1000,84001000,,0.859,DOMINANT,
840,Philippines,1987,1988,Indigenous,2000,84002000,,0.075,POWERLESS,false
840,Philippines,1987,1988,Moro,3000,84003000,,0.051,SELF-EXCLUSION,true
840,Philippines,1987,1988,Fil-Chinese,4000,84004000,,0.015,IRRELEVANT,
840,Philippines,1989,2017,Christian lowlanders,1000,84001000,,0.859,DOMINANT,
840,Philippines,1989,2017,Indigenous,2000,84002000,,0.075,POWERLESS,false
840,Philippines,1989,2017,Moro,3000,84003000,,0.051,POWERLESS,true
840,Philippines,1989,2017,Fil-Chinese,4000,84004000,,0.015,IRRELEVANT,
850,Indonesia,1949,1958,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1949,1958,Sundanese,14000,85014000,,0.13,POWERLESS,true
850,Indonesia,1949,1958,Madura,9000,85009000,,0.05,POWERLESS,true
850,Indonesia,1949,1958,Minangkabaus,12000,85012000,,0.03,POWERLESS,true
850,Indonesia,1949,1958,Malay,17000,85017000,,0.03,IRRELEVANT,
850,Indonesia,1949,1958,Bataks,4000,85004000,,0.02,POWERLESS,true
850,Indonesia,1949,1958,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1949,1958,Dayak,16000,85016000,,0.015,POWERLESS,true
850,Indonesia,1949,1958,Acehnese,1000,85001000,,0.01,POWERLESS,true
850,Indonesia,1949,1958,Balinese,3000,85003000,,0.01,POWERLESS,true
850,Indonesia,1949,1958,Makassarese and Bugis,10000,85010000,,0.01,POWERLESS,true
850,Indonesia,1949,1958,Minahasa,11000,85011000,,0.0047,POWERLESS,true
850,Indonesia,1949,1958,Amboinese,2000,85002000,,0.0039,SELF-EXCLUSION,true
850,Indonesia,1949,1958,Gorontalos,7000,85007000,,0.0036,POWERLESS,true
850,Indonesia,1949,1958,Ternate,15000,85015000,,0.0007,POWERLESS,true
850,Indonesia,1959,1963,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1959,1963,Sundanese,14000,85014000,,0.13,POWERLESS,true
850,Indonesia,1959,1963,Madura,9000,85009000,,0.05,POWERLESS,true
850,Indonesia,1959,1963,Minangkabaus,12000,85012000,,0.03,POWERLESS,true
850,Indonesia,1959,1963,Malay,17000,85017000,,0.03,IRRELEVANT,
850,Indonesia,1959,1963,Bataks,4000,85004000,,0.02,POWERLESS,true
850,Indonesia,1959,1963,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1959,1963,Dayak,16000,85016000,,0.015,POWERLESS,true
850,Indonesia,1959,1963,Acehnese,1000,85001000,,0.01,POWERLESS,true
850,Indonesia,1959,1963,Balinese,3000,85003000,,0.01,POWERLESS,true
850,Indonesia,1959,1963,Makassarese and Bugis,10000,85010000,,0.01,POWERLESS,true
850,Indonesia,1959,1963,Minahasa,11000,85011000,,0.0047,POWERLESS,true
850,Indonesia,1959,1963,Amboinese,2000,85002000,,0.0039,POWERLESS,true
850,Indonesia,1959,1963,Gorontalos,7000,85007000,,0.0036,POWERLESS,false
850,Indonesia,1959,1963,Ternate,15000,85015000,,0.0007,POWERLESS,true
850,Indonesia,1964,1966,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1964,1966,Sundanese,14000,85014000,,0.13,POWERLESS,true
850,Indonesia,1964,1966,Madura,9000,85009000,,0.05,POWERLESS,true
850,Indonesia,1964,1966,Minangkabaus,12000,85012000,,0.03,POWERLESS,true
850,Indonesia,1964,1966,Malay,17000,85017000,,0.03,IRRELEVANT,
850,Indonesia,1964,1966,Bataks,4000,85004000,,0.02,POWERLESS,true
850,Indonesia,1964,1966,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1964,1966,Dayak,16000,85016000,,0.015,POWERLESS,true
850,Indonesia,1964,1966,Acehnese,1000,85001000,,0.01,POWERLESS,true
850,Indonesia,1964,1966,Balinese,3000,85003000,,0.01,POWERLESS,true
850,Indonesia,1964,1966,Makassarese and Bugis,10000,85010000,,0.01,POWERLESS,true
850,Indonesia,1964,1966,Papuans,13000,85013000,,0.007,DISCRIMINATED,false
850,Indonesia,1964,1966,Minahasa,11000,85011000,,0.0047,POWERLESS,true
850,Indonesia,1964,1966,Amboinese,2000,85002000,,0.0039,POWERLESS,true
850,Indonesia,1964,1966,Gorontalos,7000,85007000,,0.0036,POWERLESS,false
850,Indonesia,1964,1966,Ternate,15000,85015000,,0.0007,POWERLESS,true
850,Indonesia,1967,1975,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1967,1975,Sundanese,14000,85014000,,0.13,IRRELEVANT,
850,Indonesia,1967,1975,Madura,9000,85009000,,0.05,IRRELEVANT,
850,Indonesia,1967,1975,Minangkabaus,12000,85012000,,0.03,IRRELEVANT,
850,Indonesia,1967,1975,Malay,17000,85017000,,0.03,IRRELEVANT,
850,Indonesia,1967,1975,Bataks,4000,85004000,,0.02,IRRELEVANT,
850,Indonesia,1967,1975,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1967,1975,Dayak,16000,85016000,,0.015,IRRELEVANT,
850,Indonesia,1967,1975,Acehnese,1000,85001000,,0.01,POWERLESS,false
850,Indonesia,1967,1975,Balinese,3000,85003000,,0.01,IRRELEVANT,
850,Indonesia,1967,1975,Makassarese and Bugis,10000,85010000,,0.01,IRRELEVANT,
850,Indonesia,1967,1975,Papuans,13000,85013000,,0.007,POWERLESS,false
850,Indonesia,1967,1975,Minahasa,11000,85011000,,0.0047,IRRELEVANT,
850,Indonesia,1967,1975,Amboinese,2000,85002000,,0.0039,IRRELEVANT,
850,Indonesia,1967,1975,Gorontalos,7000,85007000,,0.0036,IRRELEVANT,
850,Indonesia,1967,1975,Ternate,15000,85015000,,0.0007,IRRELEVANT,
850,Indonesia,1976,1995,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1976,1995,Sundanese,14000,85014000,,0.13,IRRELEVANT,
850,Indonesia,1976,1995,Madura,9000,85009000,,0.05,IRRELEVANT,
850,Indonesia,1976,1995,Minangkabaus,12000,85012000,,0.03,IRRELEVANT,
850,Indonesia,1976,1995,Malay,17000,85017000,,0.03,IRRELEVANT,
850,Indonesia,1976,1995,Bataks,4000,85004000,,0.02,IRRELEVANT,
850,Indonesia,1976,1995,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1976,1995,Dayak,16000,85016000,,0.015,IRRELEVANT,
850,Indonesia,1976,1995,Acehnese,1000,85001000,,0.01,POWERLESS,false
850,Indonesia,1976,1995,Balinese,3000,85003000,,0.01,IRRELEVANT,
850,Indonesia,1976,1995,Makassarese and Bugis,10000,85010000,,0.01,IRRELEVANT,
850,Indonesia,1976,1995,Papuans,13000,85013000,,0.0079,POWERLESS,false
850,Indonesia,1976,1995,East Timorese,6000,85006000,,0.005,POWERLESS,false
850,Indonesia,1976,1995,Minahasa,11000,85011000,,0.0047,IRRELEVANT,
850,Indonesia,1976,1995,Amboinese,2000,85002000,,0.0039,IRRELEVANT,
850,Indonesia,1976,1995,Gorontalos,7000,85007000,,0.0036,IRRELEVANT,
850,Indonesia,1976,1995,Ternate,15000,85015000,,0.0007,IRRELEVANT,
850,Indonesia,1996,1998,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1996,1998,Sundanese,14000,85014000,,0.13,IRRELEVANT,
850,Indonesia,1996,1998,Madura,9000,85009000,,0.05,IRRELEVANT,
850,Indonesia,1996,1998,Minangkabaus,12000,85012000,,0.03,IRRELEVANT,
850,Indonesia,1996,1998,Malay,17000,85017000,,0.03,IRRELEVANT,
850,Indonesia,1996,1998,Bataks,4000,85004000,,0.02,IRRELEVANT,
850,Indonesia,1996,1998,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1996,1998,Dayak,16000,85016000,,0.015,IRRELEVANT,
850,Indonesia,1996,1998,Acehnese,1000,85001000,,0.01,POWERLESS,false
850,Indonesia,1996,1998,Balinese,3000,85003000,,0.01,IRRELEVANT,
850,Indonesia,1996,1998,Makassarese and Bugis,10000,85010000,,0.01,IRRELEVANT,
850,Indonesia,1996,1998,Papuans,13000,85013000,,0.0079,POWERLESS,false
850,Indonesia,1996,1998,East Timorese,6000,85006000,,0.005,POWERLESS,false
850,Indonesia,1996,1998,Minahasa,11000,85011000,,0.0047,IRRELEVANT,
850,Indonesia,1996,1998,Amboinese,2000,85002000,,0.0039,IRRELEVANT,
850,Indonesia,1996,1998,Gorontalos,7000,85007000,,0.0036,IRRELEVANT,
850,Indonesia,1996,1998,Ternate,15000,85015000,,0.0007,IRRELEVANT,
850,Indonesia,1999,2001,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,1999,2001,Sundanese,14000,85014000,,0.13,POWERLESS,true
850,Indonesia,1999,2001,Madura,9000,85009000,,0.05,POWERLESS,true
850,Indonesia,1999,2001,Minangkabaus,12000,85012000,,0.03,POWERLESS,true
850,Indonesia,1999,2001,Malay,17000,85017000,,0.03,POWERLESS,true
850,Indonesia,1999,2001,Bataks,4000,85004000,,0.02,POWERLESS,true
850,Indonesia,1999,2001,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,1999,2001,Dayak,16000,85016000,,0.015,POWERLESS,true
850,Indonesia,1999,2001,Acehnese,1000,85001000,,0.01,POWERLESS,false
850,Indonesia,1999,2001,Balinese,3000,85003000,,0.01,IRRELEVANT,
850,Indonesia,1999,2001,Makassarese and Bugis,10000,85010000,,0.01,IRRELEVANT,
850,Indonesia,1999,2001,Papuans,13000,85013000,,0.0079,POWERLESS,true
850,Indonesia,1999,2001,East Timorese,6000,85006000,,0.006,POWERLESS,false
850,Indonesia,1999,2001,Minahasa,11000,85011000,,0.0047,IRRELEVANT,
850,Indonesia,1999,2001,Amboinese,2000,85002000,,0.0039,POWERLESS,true
850,Indonesia,1999,2001,Gorontalos,7000,85007000,,0.0036,IRRELEVANT,
850,Indonesia,1999,2001,Ternate,15000,85015000,,0.0007,IRRELEVANT,
850,Indonesia,2002,2004,Javanese,8000,85008000,,0.45,DOMINANT,
850,Indonesia,2002,2004,Sundanese,14000,85014000,,0.13,POWERLESS,true
850,Indonesia,2002,2004,Madura,9000,85009000,,0.05,POWERLESS,true
850,Indonesia,2002,2004,Minangkabaus,12000,85012000,,0.03,POWERLESS,true
850,Indonesia,2002,2004,Malay,17000,85017000,,0.03,POWERLESS,true
850,Indonesia,2002,2004,Bataks,4000,85004000,,0.02,POWERLESS,true
850,Indonesia,2002,2004,Chinese (Han),5000,85005000,,0.02,DISCRIMINATED,false
850,Indonesia,2002,2004,Dayak,16000,85016000,,0.015,POWERLESS,true
850,Indonesia,2002,2004,Acehnese,1000,85001000,,0.01,POWERLESS,true
850,Indonesia,2002,2004,Balinese,3000,85003000,,0.01,IRRELEVANT,
850,Indonesia,2002,2004,Makassarese and Bugis,10000,85010000,,0.01,IRRELEVANT,
850,Indonesia,2002,2004,Papuans,13000,85013000,,0.0079,POWERLESS,true
850,Indonesia,2002,2004,Minahasa,11000,85011000,,0.0047,IRRELEVANT,
850,Indonesia,2002,2004,Amboinese,2000,85002000,,0.0039,POWERLESS,true
850,Indonesia,2002,2004,Gorontalos,7000,85007000,,0.0036,IRRELEVANT,
850,Indonesia,2002,2004,Ternate,15000,85015000,,0.0007,IRRELEVANT,
850,Indonesia,2005,2014,Javanese,8000,85008000,,0.45,SENIOR PARTNER,true
850,Indonesia,2005,2014,Sundanese,14000,85014000,,0.13,JUNIOR PARTNER,true
850,Indonesia,2005,2014,Madura,9000,85009000,,0.05,POWERLESS,true
850,Indonesia,2005,2014,Minangkabaus,12000,85012000,,0.03,JUNIOR PARTNER,true
850,Indonesia,2005,2014,Malay,17000,85017000,,0.03,JUNIOR PARTNER,true
850,Indonesia,2005,2014,Bataks,4000,85004000,,0.02,JUNIOR PARTNER,true
850,Indonesia,2005,2014,Chinese (Han),5000,85005000,,0.02,JUNIOR PARTNER,false
850,Indonesia,2005,2014,Dayak,16000,85016000,,0.015,POWERLESS,true
850,Indonesia,2005,2014,Acehnese,1000,85001000,,0.01,JUNIOR PARTNER,true
850,Indonesia,2005,2014,Balinese,3000,85003000,,0.01,IRRELEVANT,
850,Indonesia,2005,2014,Makassarese and Bugis,10000,85010000,,0.01,IRRELEVANT,
850,Indonesia,2005,2014,Papuans,13000,85013000,,0.0079,JUNIOR PARTNER,true
850,Indonesia,2005,2014,Minahasa,11000,85011000,,0.0047,IRRELEVANT,
850,Indonesia,2005,2014,Amboinese,2000,85002000,,0.0039,POWERLESS,true
850,Indonesia,2005,2014,Gorontalos,7000,85007000,,0.0036,IRRELEVANT,
850,Indonesia,2005,2014,Ternate,15000,85015000,,0.0007,IRRELEVANT,
850,Indonesia,2015,2015,Javanese,8000,85008000,,0.45,SENIOR PARTNER,true
850,Indonesia,2015,2015,Sundanese,14000,85014000,,0.13,JUNIOR PARTNER,true
850,Indonesia,2015,2015,Madura,9000,85009000,,0.05,JUNIOR PARTNER,true
850,Indonesia,2015,2015,Minangkabaus,12000,85012000,,0.03,JUNIOR PARTNER,true
850,Indonesia,2015,2015,Malay,17000,85017000,,0.03,POWERLESS,true
850,Indonesia,2015,2015,Bataks,4000,85004000,,0.02,POWERLESS,true
850,Indonesia,2015,2015,Chinese (Han),5000,85005000,,0.02,POWERLESS,false
